Word,generic_outcome,exception_outcome,p_generic_outcome,p_exception_outcome,p_joint_outcome,id
bookshelf,empty,full,8.682960271835327,1.868709921836853,16.225934010893894,731
bookshelf,empty,stuffed,8.682960271835327,0.060212938115000725,0.5228265495030304,731
bookshelf,empty,overflowing,8.682960271835327,0.0013355218470678665,0.01159628314025842,731
file,empty,full,8.306939154863358,0.5572663620114326,4.629177762281028,2752
file,empty,filled,8.306939154863358,0.04688772314693779,0.3894934632916905,2752
file,empty,bursting,8.306939154863358,0.0005296420567901805,0.004399704339612712,2752
thermos,empty,full,8.011225610971449,1.31751149892807,10.554881862961938,7971
thermos,empty,filled,8.011225610971449,0.4445410333573818,3.5613185115603705,7971
butterfly,migratory,stationary,7.82969519495964,0.15085850609466436,1.181176120288183,1056
butterfly,migratory,immobile,7.82969519495964,0.007121716771507636,0.05576087158573681,1056
butterfly,migratory,permanent,7.82969519495964,0.005925613368162885,0.04639574651589355,1056
seafood,good,horrible,7.572127133607862,0.019301944121252745,0.14615677481192066,6754
seafood,good,terrible,7.572127133607862,0.01919452188303694,0.1453433599671739,6754
seafood,good,awful,7.572127133607862,0.007740993169136345,0.058615784417090436,6754
whistle,loud,soft,7.470372319221497,0.14447483699768782,1.079280823131565,8806
whistle,loud,ineffective,7.470372319221497,0.011257454025326295,0.08409737293570617,8806
whistle,loud,unheard,7.470372319221497,0.009102289914153516,0.06799749461622144,8806
cobra,dead,alive,7.464524358510972,0.8857728913426399,6.6118733235358285,1709
cobra,dead,living,7.464524358510972,0.012810046609956771,0.09562090495368322,1709
peppermint,sweet,spicy,7.058379054069519,0.1485877437517047,1.0487886181884813,5546
peppermint,sweet,sour,7.058379054069519,0.1331545296125114,0.9398551427714299,5546
peppermint,sweet,rotten,7.058379054069519,0.026930615422315896,0.19008649181007609,5546
shower,warm,freezing,7.0543721318244925,0.2611961448565125,1.8425748052157749,6941
shower,warm,frigid,7.0543721318244925,0.00014189541843734332,0.0010009830854579701,6941
game,free,expensive,7.047668099403381,0.14688916271552446,1.0352260662182744,3126
game,free,overpriced,7.047668099403381,0.016447486996185038,0.11591642941836523,3126
game,free,costly,7.047668099403381,0.009402375144418327,0.06626481936394031,3126
acorn,edible,rotten,7.026652246713637,0.013144305557943879,0.09236046418021691,17
acorn,edible,stale,7.026652246713637,0.006391731585608795,0.04491247510640856,17
acorn,edible,spoiled,7.026652246713637,0.0017311767805949785,0.012164377214826187,17
awning,closed,open,6.9537706673145285,5.364476889371872,37.30334203880081,229
mustard,sweet,spicy,6.850171834230423,1.2495569884777071,8.559680087735778,5062
mustard,sweet,sour,6.850171834230423,0.2786522265523672,1.9088156338746207,5062
mustard,sweet,tangy,6.850171834230423,0.01551416062284261,0.10627466613032316,5062
outlet,open,blocked,6.749377399682999,0.7296133320778608,4.924435734033721,5266
outlet,open,occupied,6.749377399682999,0.0886088761035353,0.598054745784512,5266
outlet,open,broken,6.749377399682999,0.08455203496851027,0.5706735939136698,5266
air conditioner,used,new,6.648051738739014,0.5893999245017767,3.91836119289668,27
air conditioner,used,unused,6.648051738739014,0.33691071439534426,2.2397998606357716,27
air conditioner,used,fresh,6.648051738739014,0.030657454044558108,0.20381234066623594,27
spaghetti,good,bad,6.632772833108902,1.2254217639565468,8.127944185071373,7337
spaghetti,good,disgusting,6.632772833108902,0.7170485332608223,4.756020031432967,7337
spaghetti,good,rotten,6.632772833108902,0.23942855186760426,1.588075194298051,7337
gum,edible,inedible,6.560021638870237,0.004071079092682339,0.026706366941548355,3492
hot tub,hot,cold,6.5483324229717255,1.5420902520418167,10.098119596594069,3871
cup,empty,full,6.532125920057298,0.6769075989723206,4.421645672730846,2166
cup,empty,sloshing,6.532125920057298,0.016134689212776717,0.10539382161884767,2166
cup,empty,steaming,6.532125920057298,0.0019583681932999752,0.01279230763647055,2166
rice,dry,wet,6.305524706840515,0.32616714015603065,2.0566549608133644,6331
rice,dry,mouldy,6.305524706840515,0.017392809968441725,0.1096707929773913,6331
rice,dry,slimy,6.305524706840515,0.017392809968441725,0.1096707929773913,6331
bird,nocturnal,diurnal,6.1770908534526825,0.004375828939373605,0.02702989291767825,571
siren,sounding,silent,6.119024008512497,2.3994388058781624,14.682223660125032,7021
siren,sounding,broken,6.119024008512497,0.4338798113167286,2.6549209822559345,7021
siren,sounding,unheard,6.119024008512497,0.00031708011647424433,0.00194022084532784,7021
wooden leg,removed,attached,6.088675558567048,0.1993321580812335,1.2136688389456296,8933
wooden leg,removed,placed,6.088675558567048,0.10282977018505336,0.626097108418801,8933
wooden leg,removed,remains,6.088675558567048,0.00320465442200657,0.019512101052925213,8933
generator,operational,broken,6.060488522052765,0.8355684578418732,5.063953048140002,3228
knee,bent,straight,5.9888951480388615,0.1136947888880968,0.6809061695292256,4249
knee,bent,parallel,5.9888951480388615,0.016150958254002038,0.09672639552357101,4249
bumper,missing,there,5.82842193543911,0.06182544748298824,0.36034479427818733,1009
nose,short,long,5.771750584244728,2.316296473145485,13.369085522161456,5162
nose,short,obvious,5.771750584244728,0.0032424846722278744,0.01871481280133581,5162
nose,short,pointy,5.771750584244728,0.0009547312401991804,0.0055104705934163134,5162
dresser,open,closed,5.669589713215827,3.0459191650152206,17.269111965257235,2453
dresser,open,shut,5.669589713215827,0.2308274852111936,1.3086971356808617,2453
dresser,open,sealed,5.669589713215827,0.029412627918645736,0.1667575326861985,2453
skunk,dead,alive,5.609793588519096,0.8813378401100636,4.944123364768703,7077
skunk,dead,living,5.609793588519096,0.02839079243130982,0.15926648535413832,7077
skunk,dead,lively,5.609793588519096,0.014234607806429269,0.07985321160759079,7077
ice,frozen,breaking,5.567964166402817,2.4598225951194763,13.696204065333228,3940
ice,frozen,cracked,5.567964166402817,0.2828983124345541,1.5751676663714256,3940
walrus,male,female,5.51481805741787,4.545416310429573,25.06714394723872,8602
llama,dead,alive,5.495930463075638,0.3626406192779541,1.9930476266383224,4545
llama,dead,living,5.495930463075638,0.017319268954452127,0.0951854978449736,4545
llama,dead,conscious,5.495930463075638,0.0105406747024972,0.05793081519882509,4545
potato,edible,poisonous,5.395612120628357,0.5512114614248276,2.9741232422930697,5961
potato,edible,rotten,5.395612120628357,0.06270684534683824,0.33834181479976827,5961
potato,edible,inedible,5.395612120628357,0.014497067604679613,0.07822055368137802,5961
birdhouse,open,locked,5.314873158931731,0.1328013837337494,0.7058225098754977,594
birdhouse,open,broken,5.314873158931731,0.06204466335475445,0.3297595159191396,594
rim,circular,square,5.203130468726158,0.0899491598829627,0.46801721442336386,6353
rim,circular,triangular,5.203130468726158,0.08578749257139863,0.4463635164338632,6353
rim,circular,pointy,5.203130468726158,0.00011785733704527956,0.0006132271013432223,6353
diaper,wet,dry,5.1412951201200485,3.160042315721512,16.246710137191865,2275
garlic,strong,mild,5.115281417965888,0.5950717721134424,3.0439595782479234,3154
garlic,strong,weak,5.115281417965888,0.34340701531618834,1.7566235242460253,3154
garlic,strong,bland,5.115281417965888,0.1231385045684874,0.6298881042552913,3154
chocolate,hot,chilled,5.030150711536408,0.06425055325962603,0.32318996619551577,1556
umbrella,closed,open,4.978718608617784,2.758375927805901,13.733177561330585,8442
umbrella,closed,used,4.978718608617784,0.5640110000967979,2.808052061647055,8442
umbrella,closed,stretched,4.978718608617784,0.009799761028261857,0.04879025259141466,8442
lego,new,used,4.878954961895944,1.8757076933979988,9.151493357770562,4416
lego,new,old,4.878954961895944,0.20382374059408906,0.9944468505237225,4416
lego,new,worn,4.878954961895944,0.04433317517396063,0.2162995649915973,4416
flip-flop,empty,used,4.863753169775008,2.7105970308184624,13.183674900626022,2916
flip-flop,empty,worn,4.863753169775008,0.08312235586345196,0.4042866218100307,2916
flip-flop,empty,taken,4.863753169775008,0.02877945953514427,0.13997618753846952,2916
coat,grey,blue,4.739629477262497,0.7063808385282755,3.3479834444620145,1701
coat,grey,pink,4.739629477262497,0.2874681260436773,1.3624924039700237,1701
cigarette,smoking,empty,4.722363501787187,2.998458221554756,14.159809667103898,1583
cigarette,smoking,stagnant,4.722363501787187,0.0011783349691540936,0.005564526051212822,1583
cigarette,smoking,smokeless,4.722363501787187,0.0011783349691540936,0.005564526051212822,1583
headrest,adjustable,fixed,4.697282239794732,1.742606796324253,8.18551595531951,3688
mantle,smooth,pointed,4.63949590921402,0.04640500119421631,0.21529581320763827,4692
mantle,smooth,jagged,4.63949590921402,0.001979915214178618,0.009185808536772299,4692
mantle,smooth,spiky,4.63949590921402,0.0006711800779157784,0.003113937225836201,4692
wind chimes,silent,sounding,4.635578393936157,0.29100202955305576,1.3489627207877164,8825
wind chimes,silent,noisy,4.635578393936157,0.052804930601269014,0.24478139538854085,8825
barrel,empty,full,4.632568731904031,0.3458324121311307,1.6020924189176242,362
barrel,empty,overflowing,4.632568731904031,0.005495571895153262,0.025458614525417575,362
barrel,empty,stuffed,4.632568731904031,0.0017888403817778453,0.008286926018991315,362
drink,hot,frozen,4.578809440135956,0.28509905096143484,1.3054142259160197,2466
drink,hot,lukewarm,4.578809440135956,0.0031577033951180056,0.014458522114715683,2466
hula hoop,used,new,4.564591124653816,0.44617424719035625,2.036603008774198,3917
hula hoop,used,pristine,4.564591124653816,0.0028612612368306145,0.013060487646953023,3917
bread,baked,raw,4.562142491340636,0.2648055320605636,1.2080805697555625,872
bread,baked,naked,4.562142491340636,0.004912385338684544,0.022411001887451522,872
bread,baked,uncooked,4.562142491340636,0.0019394752598600464,0.008848162493911441,872
whistle,sounding,broken,4.515758156776427,2.4657271802425385,11.134627626565583,8804
whistle,sounding,quiet,4.515758156776427,0.5315130110830069,2.4001842152308877,8804
torso,naked,covered,4.448029771447182,0.390546815469861,1.7371638623538304,8165
torso,naked,hidden,4.448029771447182,0.10048699332401156,0.44696913794841764,8165
torso,naked,clothed,4.448029771447182,0.09880739962682128,0.4394982551793802,8165
couch,comfortable,uncomfortable,4.433013126254083,1.7784349620342257,7.883825530886903,1994
couch,comfortable,cramped,4.433013126254083,0.06183106452226639,0.27409792063747,1994
couch,comfortable,lumpy,4.433013126254083,1.0818683904290083e-05,4.7959367756511705e-05,1994
contact lens,adjustable,fixed,4.419761151075363,4.1973717510700235,18.55138060200046,1868
contact lens,adjustable,unlovable,4.419761151075363,0.009693780884845179,0.04284419616187568,1868
washcloth,warm,chilled,4.4136159121990195,0.027290373691357672,0.12044922757403372,8626
washcloth,warm,freezing,4.4136159121990195,0.01838705793488771,0.08115341147994565,8626
ski lift,operational,broken,4.305077716708183,0.07647721213288605,0.32924034178925243,7044
ski lift,operational,inoperable,4.305077716708183,0.0014891242244630119,0.006410795516146067,7044
wine,cold,hot,4.292706027626991,2.8507122769951816,12.237269774487482,8854
wine,cold,warm,4.292706027626991,2.5178579613566403,10.808424047424259,8854
wine,cold,unsold,4.292706027626991,0.001205720673169708,0.00517580440135008,8854
fishing pole,removed,present,4.1984923183918,0.6837851367890835,2.8708666442394533,2864
fishing pole,removed,there,4.1984923183918,0.4632635973393917,1.945008654819988,2864
fishing pole,removed,here,4.1984923183918,0.2569885225966573,1.0789643380369232,2864
crown,silver,gold,4.181953892111778,2.2514490410685544,9.415456080187973,2122
crown,silver,bronze,4.181953892111778,1.2336434796452522,5.15904015118078,2122
crown,silver,ivory,4.181953892111778,0.2121537458151579,0.8872171830377924,2122
soap,good,bad,4.157999902963638,0.62425103969872,2.595635762492228,7228
soap,good,contaminated,4.157999902963638,0.02921478298958392,0.12147506483579369,7228
soap,good,harsh,4.157999902963638,0.023884377151262008,0.09931123787729437,7228
tank,operational,broken,4.133854806423187,0.3289977554231882,1.360028952558587,7837
aircraft carrier,nearby,distant,4.028815031051637,0.012433195661287757,0.05009104556420211,54
aircraft carrier,nearby,faraway,4.028815031051637,0.0018089580407831816,0.0072879573452490016,54
lens,circular,square,4.010362923145294,0.4699117504060269,1.884516660978636,4438
cymbal,flat,bumpy,3.9800155907869335,0.015680263459216803,0.06240769303532953,2213
pudding,good,bad,3.979236260056496,0.5299880169332027,2.1089475343760364,6035
pastry,cold,warm,3.95675040781498,0.7837597280740738,3.101141623686049,5442
cigar,smoking,unlit,3.9434071630239487,0.0014247370017983485,0.005618318098316872,1581
prism,convex,concave,3.9222259074449535,0.006395082891685888,0.02508295979802838,6017
mulch,acidic,basic,3.922046720981598,0.007877388998167591,0.030895487690159713,5017
sorbet,edible,spoiled,3.9164911955595016,0.012913036334794016,0.0505737931131607,7298
blinder,open,shut,3.9116349071264263,0.0223024413571693,0.0872390081268435,628
sarcophagus,complete,unfinished,3.9110098034143452,0.9287624619901179,3.6323990938865944,6589
bottle opener,broken,functional,3.901692852377892,0.14945509610697627,0.5831278802320402,746
bottle opener,broken,fixed,3.901692852377892,0.05265208310447633,0.20543225631154208,746
drum,wooden,metal,3.836742043495178,0.18699258798733354,0.7174423241529739,2473
drum,wooden,plastic,3.836742043495178,0.11754970764741304,0.45100790553139625,2473
drum,wooden,glass,3.836742043495178,0.023483902623411268,0.09010167654058872,2473
deer,dead,alive,3.82743701338768,0.19295531092211604,0.7385242989530351,2239
deer,dead,running,3.82743701338768,0.013581333041656762,0.05198169677478218,2239
deer,dead,snorting,3.82743701338768,0.004746948616229929,0.01816864683440786,2239
hair,long,short,3.815249726176262,3.109253942966461,11.862580254515255,3543
electric chair,used,new,3.8087569177150726,2.545790560543537,9.696297408523929,2612
electric chair,used,off,3.8087569177150726,0.02901080006267876,0.11049508542717659,2612
electric chair,used,sediment,3.8087569177150726,1.9338641266131162e-05,7.365618370158724e-05,2612
lamppost,intact,destroyed,3.791074082255364,0.7296424359083176,2.766128528085693,4318
lamppost,intact,down,3.791074082255364,0.15392386121675372,0.5835367608995066,4318
juice,cold,warm,3.787057846784592,1.4067687094211578,5.32751447962443,4142
juice,cold,scalding,3.787057846784592,0.003087047298322432,0.011690826694507142,4142
sand,fine,thick,3.7406910210847855,1.104641426354647,4.132122265083118,6556
sand,fine,big,3.7406910210847855,0.011228826770093292,0.04200357147620445,6556
sand,fine,clumpy,3.7406910210847855,0.0010200097676715814,0.0038155413793478626,6556
slime,edible,inedible,3.694436326622963,0.0028915788789163344,0.010682754051564207,7108
noose,closed,loosened,3.6595471203327183,1.0193084366619587,3.730207254117116,5160
noose,closed,opened,3.6595471203327183,0.4160154610872269,1.5224281826356494,5160
abacus,thick,thin,3.609926998615265,1.2588784098625183,4.544459159736558,7
abacus,thick,fragile,3.609926998615265,0.0905117893125862,0.32674095193248154,7
abacus,thick,breakable,3.609926998615265,0.0019141118173138238,0.006909803927689702,7
police car,stopped,moving,3.5142816603183733,0.14343054499477148,0.5040553338045947,5886
police car,stopped,running,3.5142816603183733,0.08957799291238189,0.3148022976601129,5886
police car,stopped,going,3.5142816603183733,0.050970318261533976,0.17912405468709952,5886
bok choy,nearby,faraway,3.502403199672699,0.5412610713392496,1.895714508116861,681
bok choy,nearby,distant,3.502403199672699,0.02370870643062517,0.08303744926272229,681
pan,hot,freezing,3.441743925213814,0.021548506629187614,0.07416444178843606,5324
brooch,missing,present,3.434702381491661,0.2476923633366823,0.8507495502298005,908
brooch,missing,here,3.434702381491661,0.012812201748602092,0.04400609985807523,908
wand,empty,charged,3.430948778986932,0.1985402312129736,0.681181363859935,8604
wand,empty,empowered,3.430948778986932,0.006139273318694904,0.02106353229664333,8604
petal,pink,black,3.416774421930313,2.636994607746601,9.010015726516746,5570
petal,pink,brown,3.416774421930313,1.0667242109775543,3.6447559993219025,5570
petal,pink,blue,3.416774421930313,0.3491281997412443,1.192892302850461,5570
cheese,sweet,salty,3.4121595323085785,0.4766678437590599,1.6264667268274524,1417
cheese,sweet,sour,3.4121595323085785,0.22305408492684364,0.7610961221034968,1417
cheese,sweet,bitter,3.4121595323085785,0.1369846286252141,0.4674134063432749,1417
desk,clean,messy,3.407924994826317,0.07804302731528877,0.2659647834596856,2255
desk,clean,cluttered,3.407924994826317,2.0208669582189028e-05,6.886963018132828e-05,2255
sorbet,smooth,sharp,3.389666974544525,0.10612771147862077,0.35973759868307076,7297
sorbet,smooth,rough,3.389666974544525,0.051801366498693824,0.1755893812568996,7297
sorbet,smooth,jagged,3.389666974544525,0.001334709577349713,0.0045242209749506036,7297
gel,smooth,sticky,3.3610451966524124,0.8111899718642235,2.726446158506854,3218
gel,smooth,blobby,3.3610451966524124,0.003208605994586833,0.01078426976605621,3218
gel,smooth,lobby,3.3610451966524124,7.050351769066765e-06,2.369655094813169e-05,3218
counter,closed,ready,3.3224619925022125,0.12569832615554333,0.41762791117293946,2006
counter,closed,operational,3.3224619925022125,0.032909834408201284,0.10934167400079031,2006
toe,missing,present,3.314020857214928,1.6350472345948217,5.418580637978828,8086
inkwell,empty,full,3.28826941549778,0.5236682947725058,1.7219624375663065,4012
inkwell,empty,overflowing,3.28826941549778,0.0260438013356179,0.08563903539521257,4012
soy sauce,sweet,bitter,3.275630623102188,0.5041457246989012,1.651395174329766,7320
soy sauce,sweet,salty,3.275630623102188,0.29323259368538857,0.9605216635675401,7320
soy sauce,sweet,sour,3.275630623102188,0.2229397650808096,0.7302683216059078,7320
skateboard,free,expensive,3.24210487306118,0.09142073686234653,0.29639561648025753,7028
skateboard,free,valuable,3.24210487306118,0.005134638922754675,0.01664703787287254,7028
skateboard,free,costly,3.24210487306118,0.004551029996946454,0.014754916530547706,7028
penholder,open,closed,3.212851285934448,2.6350945234298706,8.46616682816048,5518
papaya,sweet,bitter,3.207539767026901,0.10631351033225657,0.34100481216293826,5373
papaya,sweet,unripe,3.207539767026901,0.0416805618442595,0.13369205962748645,5373
papaya,sweet,rotten,3.207539767026901,0.0270259304670617,0.0866867467140043,5373
mold,empty,broken,3.2063141465187077,0.5137879401445389,1.647365540796142,4889
mold,empty,full,3.2063141465187077,0.06412936490960419,0.20561888991692434,4889
mold,empty,occupied,3.2063141465187077,0.03792082134168595,0.12158606591545619,4889
float,closed,open,3.1908724457025532,1.8496161326766007,5.901889152884683,2928
float,closed,unlocked,3.1908724457025532,0.06311546312645078,0.2013933921879473,2928
float,closed,unfastened,3.1908724457025532,0.007238957186928019,0.02309858902338908,2928
thermos,hot,freezing,3.160671144723892,0.02115207462338731,0.06685475191318677,7974
thermos,hot,lukewarm,3.160671144723892,0.00474573316751048,0.01499970188310949,7974
tool,wooden,steel,3.1502533704042435,0.4918455611914396,1.5494381368616992,8137
tool,wooden,aluminum,3.1502533704042435,0.18683526432141664,0.5885784211389105,8137
tool,wooden,titanium,3.1502533704042435,0.07869168766774237,0.24789875429810346,8137
thorn,sharp,dull,3.128775581717491,0.13739728601649406,0.4298852734826607,7989
battery,empty,full,3.123216889798641,0.8870613761246204,2.7704850722004397,441
calf,dead,alive,3.1211221590638165,0.5210064351558685,1.6261247297798267,1104
calf,dead,living,3.1211221590638165,0.005567780681303702,0.01737772366122442,1104
iron,brittle,hard,3.1009094789624214,1.2258617207407951,3.8012862297423164,4032
buffet,open,shut,3.084019012749195,0.011743397044483572,0.03621685975945004,964
milk,sweet,sour,3.071063570678234,0.6525772623717785,2.004106257522901,4845
milk,sweet,tart,3.071063570678234,0.006201219366630539,0.0190443388906434,4845
milk,sweet,savory,3.071063570678234,0.006201219366630539,0.0190443388906434,4845
crayfish,rare,abundant,3.0590172857046127,1.3933521695435047,4.262288371707605,2048
